,county,account_ownership,mobile_money_usage,savings_behaviour,borrowing_behaviour,credit_access,digital_payment_adoption,remittances_received,monthly_household_income,social_protection_coverage,mobile_phone_ownership,internet_access,distance_to_nearest_bank,urban_population,land_ownership,unemployment_rate,informal_employment
0,1,81.41176470588235,80.23529411764706,52.470588235294116,61.1764705882353,3.058823529411765,13.411764705882353,35.529411764705884,12801.21761658031,9.88235294117647,90.8235294117647,67.05882352941175,1.2376470588235293,100.0,13.411764705882353,18.689320388349515,86.86567164179104
1,2,82.03753351206434,80.9651474530831,68.36461126005362,57.10455764075068,4.021447721179625,12.064343163538874,35.120643431635386,10193.072289156626,11.796246648793565,83.91420911528151,45.30831099195711,2.5630026809651474,30.831099195710454,16.890080428954423,18.58407079646018,89.4927536231884
2,3,73.58490566037736,72.83018867924528,55.471698113207545,57.73584905660377,3.018867924528302,7.735849056603773,43.20754716981132,10282.323232323231,9.245283018867925,81.50943396226415,43.58490566037736,1.728301886792453,42.64150943396226,9.245283018867925,27.348643006263046,90.22988505747126
3,4,70.27027027027027,69.66966966966966,18.91891891891892,33.933933933933936,2.1021021021021022,3.903903903903904,57.35735735735735,7583.555555555556,4.504504504504505,74.17417417417418,22.52252252252252,2.978978978978979,36.63663663663664,7.5075075075075075,56.35179153094463,83.5820895522388
4,5,81.78294573643412,81.78294573643412,26.744186046511626,29.069767441860467,2.3255813953488373,10.077519379844961,47.286821705426355,8543.147208121827,5.426356589147287,82.94573643410853,44.96124031007752,1.7868217054263567,36.434108527131784,14.728682170542637,42.25941422594142,86.23188405797102
5,6,86.76844783715013,86.25954198473282,55.216284987277355,64.12213740458014,4.071246819338422,15.012722646310433,46.81933842239186,11862.357414448668,17.8117048346056,91.85750636132316,53.68956743002544,2.340966921119593,38.93129770992366,23.155216284987276,16.477272727272727,87.07482993197279
6,7,81.69934640522875,81.37254901960785,19.28104575163399,43.13725490196079,0.9803921568627451,5.228758169934641,52.28758169934641,15501.354166666666,6.862745098039216,85.29411764705883,40.52287581699346,2.5620915032679736,49.34640522875817,7.8431372549019605,61.702127659574465,87.03703703703704
7,8,78.94736842105263,78.94736842105263,22.248803827751196,39.473684210526315,1.9138755980861244,6.4593301435406705,42.58373205741627,13088.99721448468,5.023923444976076,83.97129186602871,22.48803827751196,4.401913875598086,37.55980861244019,6.220095693779904,68.12339331619538,89.51612903225806
8,9,81.7948717948718,81.7948717948718,32.05128205128205,47.43589743589743,1.5384615384615385,6.41025641025641,34.35897435897436,11135.759493670887,3.076923076923077,86.15384615384616,35.38461538461539,2.3974358974358974,42.30769230769231,2.8205128205128207,74.07407407407408,93.87755102040816
9,10,78.04878048780488,77.77777777777779,59.34959349593496,45.52845528455284,0.5420054200542005,5.691056910569105,31.978319783197833,9003.418803418803,11.653116531165312,82.65582655826557,27.64227642276423,2.7181571815718155,37.39837398373984,13.008130081300814,28.96341463414634,92.7038626609442
